original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0764,What is wrong with in Navi MUMBAI? No cabs in my area since 8pm yesterday till now...26 hrs. must be celebrating,We're here to help. Contact us through so we can assist you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0765,I just received a response. It has been resolved with a full refund. Thanks!,We're happy to hear this. Be sure to let us know if you have any other questions or concerns.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0766,"it is showing 18 minutes to arrival and driver cancels after 15 minutes it is not 1 trip 3 trips wasting 45 minutes early morning, if rider cancels nearby they charges rs50. Why don't u credit account with customers with same amount?",We can take a look! Send us a note via so our team can get in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0767,"cheater no. 1. booked cab thrice: first time cabbie asked to meet at his desire point and when i denied he cancelled, second the cabbie cancelled and third time u charged me when i cancelled. Going to uninstall ur app, auto walas more professional than u.",Here to help! Please send us a note at and we'll be happy to look into this for you.,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0768,I receive Promo Codes on 9707563790 no. When i logged in and try to use it. Its says promo code is not vaild for this account😡,Here to help! Send us a note via so we can help.,App Technical Issue,AUTO_HANDLE,"update app, restart, clear cache, promo details, support note","Technical app bug, UI crash, or promo code application error."
UBER_0769,please activate LANDSCAPE mode on iPhone app for drivers 📲 👌🏼,Hi - we have followed up with your DM.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0770,over an hour and only now it says there’s a slight delay? Will expect a full refund once my food arrives,Here to help! Send us a note here; and our team will be able to help.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0771,can you plz talk to your drivers about smacking their gum,Here to help! Send us a note here; and our team will be able to assist!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0772,I have sent the note. Do you have an customer care number ?,"At this time we don't offer phone support, as communication is streamlined via email. Please send us a DM with your email address and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0773,I have make a compliant on the mentioned link.,"Thank you for that information, Arvind. One of our team members should be reaching out soon!",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0774,What's the go with the Android app ?,That doesn't look right! We recommend to uninstall and reinstall the app to ensure it's completely up to date.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0775,How can you guys afford to have such shitty drivers who do not have respect for customers He was going on a wrong route,"Sorry to hear about the trouble, Asok. Please send us a note here: so we can assist you.",Drop-off / Route Issue,AUTO_HANDLE,"route review, trip history, fare review, DM",Inefficient route or incorrect drop-off location report.
UBER_0776,I had an uber promo code in my account and it says it is still there. But it's not applying to the ride I'm trying to book.,Here to help! Follow up here; and our team will connect right away.,App Technical Issue,AUTO_HANDLE,"update app, restart, clear cache, promo details, support note","Technical app bug, UI crash, or promo code application error."
UBER_0777,just to tried to use the code and was told it had expired! Hmmmmm,Here to help! Contact us via so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0778,": dear team, i hd complaint about an issue 2 ur support team yesterday n it's more than 24 hrs.. Cud u pls provide any solution?",Sorry to hear about this! Send us a DM with your email address and phone number so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0779,You are making charged me 5 dollars for a trip that the driver canceled saying i wasnt in the location,Happy to help! We've followed up via in-app support. Reach out there so that we can assist further.,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0780,just tell me are you going to fix my account or not . Don’t write me a stupid template #uber #pathetic,"Here to help! Can you provide detailed info of your concern, so we can provide a more concise response?",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0781,whe. Your driver cancels after you wait forever because you have a dog #somuchfun -.-,Here to help! Send us a note via so our team can get in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0782,I've been waiting for an order for almost TWO HOURS and you won't let me cancel. Absolute piss take.,Sorry for the trouble! Send us a note via so our team can get in touch.,Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0783,my account got locked because I cancelled too many ubers as I am in India and they were going the wrong way... please can you unlock me?,Here to help! Send us a note via and we'll be in touch.,Drop-off / Route Issue,AUTO_HANDLE,"route review, trip history, fare review, DM",Inefficient route or incorrect drop-off location report.
UBER_0784,we ordered a liter of oj for almost $10 and didn't get it. First time we've ever used you. Really disappointed. #NoJuice,"Let us look into this, Rocky! Please send us a DM so we can connect.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0785,"Any explanation for the below images. How uber drivers fool the customers, and please i really don't need a sorry!!",We're sorry to hear this was your experience. Contact us via and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0786,Hey my driver was harassing me and wouldn't let me get out of the car :(,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0787,it wont let me choose the boxes? Any help?,"We're here to help, Caleb! Please send us a DM so we can connect.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0788,please help me use my new account!!,"Hi, Ale. A member of our team has reached out so please check your email inbox to see our response. If you have any additional questions or concerns, please be sure to follow up there so we can help.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0789,"hi, I could use help with using these promotional Uber credits. They don't automatically apply to my subsequent rides. Tnx!",Here to help! Please send us a note via so we can assist further.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0790,has the issue been resolved with payments ? Still showing processing on many trips,We're currently reviewing this and working to get it resolved ASAP. Thanks for your patience!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0791,I already filled that form 48 hrs ago... no one contacted back & the forgot password link is hazardous.... see the screenshot I typed number it shows me wrong email,Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,Account Access / Security,ESCALATE,"account email, phone number, sign in, verify, DM","Account credentials, lockouts, or security issues requiring human agent identity verification."
UBER_0792,Finally got picked up....after waiting 38 mins!! #Ubersucks,Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0793,#UberPune the driver have cancelled the trip. Apprently you don't want Customers? Pathetic Services by in #India,Sorry to hear about that! Can you please contact us via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0794,"I received a msg today morning from Uber with a code for 50% on Rides but when i m using, it says expired.",We're here to help! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0795,Your team is telling me that they are correct and they are not I have been over charged 43 dollars I want my money,We apologize for the trouble! We're currently reviewing your email and will connect right away.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0796,I have got some reply but nothing is visible on my uber application if possible kindly arrange a call for quicker resolution,It seems our team is still reviewing this for you. We assure you someone will be in touch soon. Thank you for your patience.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0797,: I have a driver who refuses to cancel and won’t come pick me up because my ride will be too short. Any suggestions?,So sorry about that! Can you please contact us via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0798,should my uber ride be cheaper since the guy doesn't know where to pick me up. He's wasting my time,"Sorry to hear about that! Send us a note here, and our team will be in touch.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0799,Hello why is surge still capped in orlando?! Hurricane was a MONTH AGO,Hi Kevin! Please reach out to so we can get in touch.,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0800,Erm why have I been waiting 55 mins for a McDonald and it's just disappeared from my orders?!?!,"Sorry to hear this, Nikki! Please send us a note at so we can look into this order for you.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0801,in uber pool ride driver asked me to cancel ride in times and third time also after picking me up driver asked me to cancel,Here to help. A member of our team has followed up via DM.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0802,I I ordered food earlier this morning and one of the meals had missing items? I reported this but I want a refund.,That's definitely not what we like to hear. Please send us a DM with info on which items were missing from the order.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0803,how come I cannot order from the eats week menu? Add to order button missing. Also what causes free delivery times?,Sorry to hear about the trouble. Please provide details here; so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0804,"Um, , yeah, we gotta talk: One of your drivers just stole our food. Cust Serv Mgmt did nothing. Can you fix this plz?","Sorry for the delay, Jeremy. Please send us a DM with your UberEATS account email address and phone number.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0805,I am still waiting for the response please go through and take some serious action.,"Hello, Ramneet. We've gone ahead and followed up with you via DM.",Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0806,I have absolutely no due still I am being shown a PAYKENT DUE page.,"Here to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0807,"An Uber overtook me unsafely today at around 08:22 GMT on Beechwood Ave, Coventry, UK. I was cycling southbound between Shaftesbury & Rochester Rd, when an Uber marked car passed me with less than the safe passing distance. Please educate your drivers!",We're here to help! Send us a DM with your email address so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0808,That page is behind a login page...What's the point replying to a robot.,We will be following up with you directly in order to ensure your account information is up to date. Please keep an eye on your email inbox.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0809,no one has responded yet. Pathetic company.,"We're sorry for the delay! We've responded to your inquiry, so please check in-app for updates.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0810,Already did weeks ago. Been answered to reboot/reinstall.,Happy to help! Please confirm your email address or phone number through direct message (DM) so our team can assist you further.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0811,I ordered McDonald’s on and my food came cold 🙃,Happy to help! Send us a note via so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0812,"when they don’t deliver they pretend they tried, then get to eat the food!!",Here to help! Contact us via so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0813,"this guy not only refused to come to location but also abuse when told that we will complain, saying will do nothing","Happy to look into this, Siddhant! Please reach out to us here: to further assist.",Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0814,"Quick question . When i book uberPool and my cab passes through a toll, do you charge ever rider the entire toll amount?",Happy to clarify - check out for additional details.,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0815,I’m trying to sign in and it saying invalid password and it won’t send me a new password,Here to assist you further! Send us your email address via direct message (DM) and our team will follow-up.,Account Access / Security,ESCALATE,"account email, phone number, sign in, verify, DM","Account credentials, lockouts, or security issues requiring human agent identity verification."
UBER_0816,around and he charged me for this trip 537 INR so what the Hell* is this means we don’t have that much of extra money by the way ok . I need a very strict action on this other wise stop these cab because you don’t know the customer satisfaction 3/n,Sorry for the trouble! Send us a note at; so our team can assist.,Fare / Overcharge Issue,ESCALATE,"fare review, account details, trip fare, DM, assist",Pricing discrepancy or overcharge requiring trip log verification and adjustment.
UBER_0817,Take strict action!! I am facing lose,"We'd like to look into this, Juner. Please send us a note at and a member of our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0818,"HI there, I 'm trying to help YOU by indicating drivers SYSTEMATICALLY have 160 instead of the 150 xxx street I entered as an address. WHY?",Will you please DM us with your email address associated with your account as well as more details about your concern? We'll look into it.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0819,why uber won't request trips. WHAT IS GOING ON! It's been a over week now 😪,Hi there! Please send us a note via so we can take a closer look.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0820,y’all driver left my order in the restaurant because it had three drinks. food was cold. horrible service,Sorry for the trouble! Send us a DM with your email address so we can assist.,Lost Item,AUTO_HANDLE,"help section, lost item, driver contact, app, retrieve",Standard self-service lost item retrieval workflow via Uber app Help section.
UBER_0821,That link is for partners? I cannot understand how we have been charged. We literally just rode. No mess. C'mon Uber please help us out,"Sorry to hear about the troubles, SImon. Please send us a note at so we can look into this for you.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0822,"I've wrote in 2x & was informed ""cancellation fee applies."" Driver didn't show -looked lost on my end- but came at my expense.",Can you please send us a DM with the email on your account so we can take a look? We'd be happy to double check this for you.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0823,Hey when I manually enter my address stop sending your drivers to the st behind me because your gps sucks! It happens EVERY TIME,Hi - here to help. Please DM us the email linked to your Uber account so we can look into this for you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0824,Tweeted about and now my account is deactivated ... curious 🤔,Here to help! Send us a note here so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0825,"I didn’t even get a reply message assuring me for the investigation of the matter,very unprofessional,Iam deleting the app right now goodbye",Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0826,I was charged a cancellation fee ? When we didn't confirm the booking of a taxi as my phone ran out ? Can I have refund?,Will you please DM us with your email address associated with your account? We'll look into it.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0827,1 star ✨ to my driver who refused to take me to the drive thru.,We're so sorry for the trouble. Send us a note via so we can assist.,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0828,This wont happen via DM.. pls arrange a call frm uber.. 9052514444 is my number,"We don't offer phone support in your city yet - we're working on it! In the meantime, we’ll be happy to work with you via DM & in-app.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0829,"share your mail id , as m not able to get it through Google",Thanks for reaching out. Please send a note to and we'll follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0830,"Hi, Uber i need help as i have to travel and it is far and the fare is too high so can you provide me any discount in the ride ??",Hi there! You can share your referral code with friends and you can rack up free rides when they sign up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0831,how can I delete my account & payment option,Contact us via and our team will be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0832,disgusting that our food arrived freezing cold and had a hair in it and all that was offered was a £1.09 refund even though we spent £20 and couldn't eat the food!,Here to help! Please confirm your email address or phone number so we can further assist.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0833,Yea -2 (negative 2) minutes driver invested without moving more than 100 meters,We're here to help! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0834,is there a way to swap out my initial promo code for new customers? You have 2 weeks free delivery but says I can't use it.,"Please visit for more info and let us know if we can help with anything else, Adam.",App Technical Issue,AUTO_HANDLE,"update app, restart, clear cache, promo details, support note","Technical app bug, UI crash, or promo code application error."
UBER_0835,Help! I was charged additionally for a trip I didn't take! It seems that the driver forgot to confirm my arrival and continued,Oh no! Please send us a DM with your account email address + details and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0836,"I have completed hundreds of trips. The problem is with your #WindowsPhone app, and u took away the ability to see rating thru website",Hey Rick! Please visit the link for more info on ratings and how to view them,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0837,I have again sent DM. waiting for response,"We've sent a DM, Hafiz. Please check your inbox as soon as possible, thank you!",Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0838,one of your drivers just demanded £10 in cash of me and to top him £10 on the app for waiting! He was very Disrespect and unprofessional.,We take this very seriously. Please send us a DM (Direct message) with your email address so we can connect ASAP.,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0839,2nd time within the last couple weeks your driver has driven straight past me. At least make sure they can read a sat nav first!!,"We're here to help! Send us a note here, and so our team will assist.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0840,why your driver has denied to come on location?? Also using abusing language...which type of service you are providing to India,We're sorry to hear this was your experience. We're currently reviewing your email and will follow up shortly.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0841,Story of my life! The Driver also said to cancel as he doesn't want Paytm and can't choose cash in my acc :(,Here to help! Can you please reach out via so our team can take a look?,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0842,I have tried to sent a message and the link that you are sending me does not resolve my issue,"We've following up with you via DM, be on the look out for our response.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0843,can I have my money returned too my card,"We've sent you a DM with further details, Steve. Please check your inbox.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0844,got an email telling me that I’ve been with y’all since 2013. I’m loyal. I’m faithful. So where is the promo? Everyone I know has a promo but me. I need an explanation.,Happy to help! You can always share your referral code with friends so you can rack up free rides when they sign up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0845,hey!my help messages on the uber app are getting ignored.Please look into the matter and provide a resolution ASAP. Reg Mob email-id:__email__,We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0846,it would have been nice 2 notify me in a timely manner that my order could not be fulfilled. Not after 1 hour of waiting 4my order,Sorry to hear about this! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0847,it's fucking cold and we have to wait 15 min. I want to cancel my taxi. It doesn't work. Pls help. There are taxis inf front,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0848,ABSOLUTELY livid!!! I was attacked by someone in an uber pool!!! You guys REALLY need to do better!,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0849,What if we don’t know what number is linked?,We're here to help! We just sent you a DM.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0850,you’ve got to be kidding - how are these boundaries set?!?! (Christchurch),We're always looking to expand. Be sure to keep an eye out for future updates via email or text regarding expansion!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0851,will you please explain why should I pay cancel fee even I booed the ride and driver is respond after 2 call,Here to help! Send us a note via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0852,He also ignored the calls from my personal number after asking for it to get ahold of me. Called from the app and he answered immediately,Here to help! Can you please send us a DM with your email address and details so we can connect?,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0853,"How is a blind person supposed to contact uber if they have left something in a car, no phone for you or anything",Here to help! Get in contact with your driver here:,Lost Item,AUTO_HANDLE,"help section, lost item, driver contact, app, retrieve",Standard self-service lost item retrieval workflow via Uber app Help section.
UBER_0854,"Paymnt isue in app, I asked who routed 2GLH LHR who cudnt sort it out yet, going 2b 3weeks nw, can any1 resolve it?","We apologize for any inconvenience this has caused, Harron. The proper support team has been alerted to this issue and will be reaching out.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0855,"london service is a shame ... 26 minutes wait in the cold 2 drivers cancelling no support, no update, nincare for passengers.... #ubercrash","Hi there! Here to help! Send us a DM (Direct Message) with your email address, contact info and more specific details so we can further assist your concern.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0856,I already did. You asked me to fill the 4 blocks. 2 of the blocks have more details and the 3rd one has my email & my email has been confirmed,Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0857,I have cancelled that ride but u people charged the money from my account.,Oh no! Please send us a note at and we'll be happy to look into this for you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0858,my Australian criminal background check and vehicle inspection certificate have expired. What to do? Nothing on website.,Please connect with us at and we'll be happy to follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0859,how do I make sure my driver knows to deliver to door? I include that preference in my settings and I always text the driver my unit and buzzer. But the drivers always call me and expect me to come down to pick up my food.,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0860,There are people going up in arms against you folks and I will lead this. Continuously I have been escalating issues with your operations but you don't seem to bother. Let's see how long you test our patience,"Hi, Ajay. A member of our team has been in touch via email, please check your inbox and follow up there directly.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0861,"you need to be giving me a refund! Wasn't even in the country where the trip was taken, doesn't matter that it's over the 30 day period! I WILL go to court for £26.40!!",Hi there! Here to help! Send us a DM (Direct Message) with your email address and contact info and so we can further assist your concern.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0862,Can you order reiki on uber eats? Asking for a friend,Here to help! Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0863,I am not going to pay for your system failures. Probably last one was my last ride with you Extremely disappointed,"We'll be happy to review this fare, Ankit! Please reach out at and we'll take a look.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0864,I'm really hungry and the code didn't work and now I'm hangry,Oh no. Please DM us your account email along with details. Let's take a look into this for you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0865,Please help. My father's account wouldn't apply the promo. First trip.,We're here to help - have your father reach out to us at with more details so we can assist him with his issue!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0866,How many times do I need to write about my complaint before you respond to it ?!,That doesn't sound right. DM us your account email so we can check on the status of your request.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0867,I did lets see what action will be taken !! Please explain distance surcharge when you driver taken long route for gas filling,"We just got back to you via DM, Rudra.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
